id,reply,turn_strategy
1373020114086461442,The vaccines have passed various trials and the technology/science behind them has been studied for some time now. The idea that there are chips in the vaccine is a wild conspiracy theory and spreading such false information could negatively impact the communities we are a part of.,['Presenting facts']
1373989401127129098,The vaccine does not fall under gene therapy since there is no modification to our genes.  Please do take a look at the science behind the vaccine and avoid making claims that have no backing.,['Presenting facts']
1409801639670665217,"Spreading the fear of the vaccine has not positive impact for kids or our communities, the vaccine is designed to help our body's respond to the virus and will have gone through testing across all age groups before they are used. ",['Presenting facts']
1359523782843629571,The science behind the vaccine has been well studied and the vaccine has gone through many phases of trials before being open to the public. The false relation to gene therapy is harmful to the goal of protecting each other from the virus.,['Presenting facts']
1360244437549527040,"Every vaccine gets tested across age groups, the claim about genetic defects has for long time been studied and found to be false. Please refrain from making falseclaims and spreading misinformation.",['Presenting facts']
1343682513911296001,"Gene therapy aims to fix a genetic problem, the vaccine on the other hand is not for a genetic condition and has no imapct on our genes. The vaccine works by generating spike  proteins that our immune system learns and responds to. Proliferating such false information will negatively impact the efforts made to get us through this pandemic.",['Presenting facts']
1360567316065492994,"Please avoid making such false claims, mRNA vaccines have no impact on the DNA of our bodies. These vaccines work by producing spike proteins found on the virus, helping our body learn and react to the prescence of said virus in our body. ",['Presenting facts']
1387179331827507201,Please stop this kind of false information or anti-vaccine attitude. The vaccine is not gene therapy. They are extensively examined.,"['Denouncing', 'Presenting facts']"
1389065868793974784,"Well, it is incorrect. The vaccine is not experimental gene therapy. In fact, the big pharmacy company cares the health of our whole society.",['Presenting facts']
1346686323004825601,This is fraud. Bill Gates never said anything like this and the vaccine will not change DNA. It can only generate spike protein for immunization. Please do not spread this kind of misinformation.,['Presenting facts']
1358505844174966785,"Actually, what you said is wrong. The mRNA vaccine will not result in fertility issues and others. The big Pharma cares us.",['Presenting facts']
1371747591352946689,"For your information, the vaccine is not gene therapy. Even if the vaccine may be harmless to many, the vaccine is best developed for the prevention of severe disease after having covid. Please spread correct information for social good.",['Presenting facts']
1388104415345876993,Please avoid this misinformation. Bill Gates has nothing to do with depopulation by vaccine. Anti-vaccine is not good during this pandemic.,['Presenting facts']
1386488205529141248,"Hi, your description is wrong. The vaccine is not experimental gene therapy. The vaccine just uses mRNA technology to generate spike protein. Please stop this kind of false information.",['Presenting facts']
1402517058840039426,"Sorry to see you think in this way. It is not correct. The vaccine is not gene therapy. Instead, it uses mRNA to generate spike protein to protect people. Please do not say the misinformation again.",['Presenting facts']
1342622908468879368,"Hi, the covid-19 vaccine is not gene therapy. It actually uses mRNA technology for immunization goal. Please stop this rumor.",['Presenting facts']
1346107112749989888,"Hello, what you said is not correct. The vaccine is not gene therapy. It is well examined by many experiments. More importantly, it is safe. Fauci has nothing to do with it. There is no lie from Fauci.",['Presenting facts']
1345757507319443457,This is conspiracy theory. Bill Gates does not use vaccine to kill people. It is not a depopulation plan. Please step this misinformation.,['Presenting facts']
1387069054951870464,"What you said is not correct. The vaccine is not experimental gene therapy. Instead, the vaccine can save our lives. Please be careful when spreading misinformation.",['Presenting facts']
1386199822877696001,Please be careful when sending tweets like this. The vaccine does not change your DNA at all. It is not experimental. The vaccine only uses MRA technology to generate spike protein for immunization.,['Presenting facts']
1346070174210945026,"Hi, you are not correct. The vaccine will cause infertility in woman. Actually, it just generate spike protein for immunization goal. There is nothing to do with infertility. Please be careful.",['Presenting facts']
1372604944985944065,"This tweet is not correct, actually. The vaccine is not gene therapy. Moreover, the vaccine is extensively tested on human beings to be safe for all of us. Please stop this misinformation.",['Presenting facts']
1404035899063783425,Some content is not correct. The vaccine is not the gene therapy. Fact-checkers have verified there are indeed vaccines. The vaccines only use mRNA not genes. We should spread the correct information.,['Presenting facts']
1372941487961370624,What is said is not true. The vaccine is not gene therapy. It only use mRNA for immunization and there is no relationship with gene. Please stop misinformation.,['Presenting facts']
1390150573807128579,Please stop this anti-vaccine word. The vaccine is not experiment. It has been tested by many people. The vaccine is safe. ,['Presenting facts']
1346216572810125312,"It is actually wrong. The vaccine  will not give you disease or infertility. Instead, the vaccine will give your ability to combat the disease by some immunization functions. Avoid misinformation, please. ",['Presenting facts']
1346365640299298817,"Fauci does not lie to us. He is an expert in this area. More importantly, the vaccine is not experimental gene therapy. ",['Presenting facts']
1373683889181429761,"From what I know, the vaccine is safe since the vaccine has been tested on many people. It is not gene therapy. It only uses mRNA technology for immunization goal. Please avoid this kind of fake information.",['Presenting facts']
1386640762406948866,"Actually, different technologies have their own advantages. The vaccine is not gene therapy, actually. It only only uses mRNA technology and there is no relationship with gene.",['Presenting facts']
1385757501124091907,This is conspiracy theory. Bill Gates will not create vaccine for bioweapon. Please be careful and stop this conspiracy theory.,['Presenting facts']
1371860710406246400,What you are saying is wrong. The vaccine is not experimental gene therapy. It only uses mRNA technology and gene is not affected. Humans are not guinea pigs.,['Presenting facts']
1385435523838201859,"Please prevent this false information. The vaccine is not an untested and experimental gene therapy.. It only utilizes mRNA for immunization goal. Actually, it is tested on many people. It is safe and well-examined.",['Presenting facts']
1372675665137401856,There is so much misinformation in this tweet. The vaccine is not experimental gene therapy. It only uses mRNA technology and the gene is not influenced. The clinical trial can be done with more people.,['Presenting facts']
1390076072478314497,"Your description and analysis is not correct. The vaccine is not gene therapy. Actually, it is tested on many people and the result shows it can avoid the severe disease. ",['Presenting facts']
1345105816089669632,Your analysis is wrong. The vaccine will not alter your DNA. It can protect us even if the recovery rate is high.,['Presenting facts']
1373240910230781958,"Actually, it is wrong. The vaccine is not gene therapy. It will not affect your DNA. It only uses mRNA for immunization goal. Please stop this misinformation.",['Presenting facts']
1371420216358486019,"What you think is wrong. The vaccine is not gene therapy. Actually, it will not change the DNA.  It only uses mRNA for immunization goal. Please stop this false information.",['Presenting facts']
1387878421427113984,"This is not correct. The vaccine is not gene therapy. Actually, the vaccine has nothing to do with the gene therapy. More precisely, it does not alter DNA. Parents can feel safe to do that.",['Presenting facts']
1386184773488439304,It is not correct. The vaccine is not gene therapy. It is safe since it is tested on many people. Please stop this misinformation. ,['Presenting facts']
1359589250774097921,"This is conspiracy theory related to Bill Gates. And, it is misinformation. The vaccine is not the depopulation plan. Instead, it can save us. Please stop this rumor. ",['Presenting facts']
1385774888934199305,What you said is not true. The vaccine is properly approved by FDA and the vaccine is not gene therapy. It uses mRNA technology for the immunization goal. Please stop this false information.,['Presenting facts']
1388331370175475714,"Please do not share this misinformation message. There is no tracking device in the vaccine. Moreover, Bill Gates has nothing to do with it. It is more like conspiracy theory.",['Presenting facts']
1373616934697197569,"The mRNA vaccine is not experiment gene therapy. Precisely, it only uses mRNA to generate spike protein for immunization goal. There is no depopulation plan behind it. Please stop this misinformation.",['Presenting facts']
1389403840710074368,"I see your point. But, what you said is not correct. The vaccine is not gene therapy and the vaccine will not cause infertility or abortion. More importantly, it is safe and it is well examined for our health. Please share the correct information.",['Presenting facts']
1371883382905389056,"Actually, your message is not correct. The vaccine is FDA approved for emergency usage. More importantly, it is not gene therapy and the vaccine is extensively tested on human for safety before coming to the public. The vaccine is safe. And, please stop this kind of misinformation.",['Presenting facts']
1390234317209718785,"Your message is not true.  The vaccine has not killed many people. More importantly, the vaccine is not gene therapy and it will not change your DNA. And, the vaccine is extensively tested on humans before coming to the public. It is safe and secure. Please stop this misinformation.",['Presenting facts']
1388889363002560516,"Frankly speaking, the message is wrong. The vaccine is not gene therapy. Moreover, it is not related to the population control and female serialization. It is safe as it is heavily tested by science. The vaccine can save our lives.",['Presenting facts']
1389201610597863424,"Actually, after researching, your message is wrong. The vaccine is not gene therapy. The mRNA technology will not affect the gene or DNA. Please stop this kind of misinformation.",['Presenting facts']
1403297358264295426,"This is not true. As informed by the health department, it is not gene therapy. And, it will not cause serious long-term effects. Please stop this false information.",['Presenting facts']
1403297358264295424,"Well, it is not accurate. The vaccine will not depopulate the people. Instead, it can protect us from the disease.",['Presenting facts']
1373998319668752385,There is no relationship between gene therapy and the herb immunity. The health department has clearly stated that. Please stop misinformation like this.,['Presenting facts']
1387765433843990531,Some information is not correct. The vaccine is not the gene therapy. It has been well tested to show the safety. It is well evaluated. Could you spread correct information.,['Presenting facts']
1389704135558144002,"This information is misleading and manipulated. In fact, these people do not say anything like this. The public health department has informed us the vaccine does not cause infertility. Please stop this rumor.",['Presenting facts']
1359183567629279242,This is wrong. The vaccine is not gene therapy. Let me be clear the vaccine has nothing to do with gene. It only uses MRNA. Please stop this false information.,['Presenting facts']
1346005629882626049,"Actually, it is not true. The vaccine is well tested and examined. It is approved by the professionals. Vaccine has nothing to do with gene therapy. It is safe. Please do not share this information.",['Presenting facts']
1344084987528708096,"In fact, Bill Gates has nothing to do with vaccine. More important, the vaccine will not change your DNA. It only uses the MRNA for immunization goal. Please stop this misinformation.",['Presenting facts']
1385404474320113664,"Well, you are wrong. The vaccine is not experimental gene therapy. It can protect you, and will not modify your gene. This misinformation should be avoided.",['Presenting facts']
1371835914935279619,"Some messages are wrong. The vaccine is not gene therapy. Instead, the public health depart mentions the vaccine does not alter our DNA. It only uses MRNA to protect us.",['Presenting facts']
1387555421003534338,"It is not true. The vaccine is proven, and well tested. As shown by CDC, the vaccine is well examined by professionals and field studies. It is safe and it can protect us. Please stop this misinformation.",['Presenting facts']
1388650696245907460,"This is a false claim. The vaccine is not experimental gene therapy. In reverse, it does not interact with DNA or genes. This is confirmed by CDC. Please stop this false claim.",['Presenting facts']
1358295655328882688,"This person is wrong. The vaccine is not gene therapy. Instead, it has nothing to do with gene. Please stop this misinformation",['Presenting facts']
1361023530792595463,"Well, the root word has nothing to do with the vaccine. The vaccine is not gene therapy. It is well examined by CDC and FDA. Please stop this misinformation.",['Presenting facts']
1372235339222384653,"The curve and the line of crap is not relevant here. The vaccine is not the gene therapy. Instead, the vaccine is not related to gene. It only uses MRNA for immunization goal. Please stop this rumor.",['Presenting facts']
1373985576987332614,"Well, what you said is not correct and it is not stupid to take the vaccine. The survival rate does mean much in this context. Moreover, the vaccine is not a experimental gene therapy. The vaccine has nothing to do with gene. You should not send this misinformative post.","['Denouncing', 'Presenting facts']"
1387726899883937792,"You are not right, actually. The vaccine is indeed a vaccine. It is safe and well examined by CDC and FDA. Please avoid this false message.",['Presenting facts']
1388100194517016579,"Hi, you are not right. So much misinformation in your post. Well, most importantly, the vaccine is not the gene therapy. It actually has nothing to do with the gene. The vaccine only uses MRNA for immunization. You should not spread misinformation.",['Presenting facts']
1360523781614170114,"Some of the information is wrong. The jab is not gene manipulation. Instead, the jab is indeed vaccine and does not have relationship with gene. It only MRNA to protect people. You should remove some sentences.",['Presenting facts']
1358763723507179520,your opinion is not correct. We do not change the definition of the vaccine. And the vaccine is not gene therapy and the vaccine does not change or alter the gene. It only uses MRNA rather than DNA.,['Presenting facts']
1360236221453238275,"It is not true. Actually, there is no fraudulent regarding the vaccine. The vaccine is not the experimental gene therapy. They can cure you due to its effectiveness. You are not supposed to spread this misinformation.",['Presenting facts']
1373498215304167426,"Well, the person is wrong. The vaccine is not the gene therapy and the vaccine is not dangerous. It only uses MRNA for the immunization goal. More importantly, it is very safe and well examined by CDC and FDA. Please share the correct information.",['Presenting facts']
1389308351335464961,"This information is wrong. The vaccine is vaccine since it is well examined by CDC and FDA. Additionally, the vaccine is not gene therapy. The vaccine only uses MRNA. Please share correct information.",['Presenting facts']
1360445888443858944,"In fact, there is so much wrong information in your post. The vaccine Is safe and it is not gene therapy. The vaccine does not interact with genes at all. The mentioned death is not correct. Please avoid sharing this kind of misinformation.",['Presenting facts']
1371766712819978241,This story is not correct. The vaccine is not the gene therapy and the vaccine satisfies the definition of vaccines. ,['Presenting facts']
1371844087637282819,The vaccine is not gene therapy. Please use correct term to refer to vaccine. The vaccine will not change the DNA or the gene. It would be great to have vaccine since it can boost your immunization capability.,['Presenting facts']
1373221146963894273,"This is not accurate. The vaccine is not the gene therapy. More importantly, by definition, they are vaccines. The vaccine is approved by FDA with the safety check. Please stop this misinformation.",['Presenting facts']
1372293029659353094,This person is not correct. The vaccine is not the gene therapies. The vaccine has nothing to do with genes. The vaccine instead only uses MRNA. Please stop this rumor.,['Presenting facts']
1388199519897128962,"Actually, what you said is false. The vaccine is not the gene therapy. The vaccine is not related to the gene. Please stop sharing this misinformation.",['Presenting facts']
1372264562821627905,"Well, it is wrong. The vaccine is indeed a vaccine meeting all definitions of vaccines. The vaccine is not gene therapy since it does not interact with genes. The vaccine only uses MRNA. Please stop this rumor.",['Presenting facts']
1387534049430880261,"This statement is not true. The shared information does not say the vaccine is a gene therapy. Actually, the vaccine is not the gene therapy since the vaccine does not interact with the gene. You are not supposed to share this misinformation.",['Presenting facts']
1387375881945948162,"You are not correct. It is vaccine. And the vaccine is not the gene therapy. As indicated by CDC, the vaccine is safe and well-examined. Please stop this misinformation.",['Presenting facts']
1358486738679791617,"Your claim is not correct. The vaccine does not cause infertility. As examined by CDC and FDA, the vaccine is safe to people. Please do not spread this misinformation.",['Presenting facts']
1346466641308229632,"This post is not true. The vaccine does not program or program DNA. The vaccine has nothing to do with DNA. Instead, it only used MRNA. Please stop this misinformation.",['Presenting facts']
1402706852094353408,"This short message is wrong. The vaccine is not a gene therapy. Instead, the vaccine works with MRNA rather DNA to protect people. The generated spike protein helps. Please stop this misinformation.",['Presenting facts']
1371329000178511878,Your post is wrong. The mRNA is Messenger RNA rather than modified. You should use the correct information. The vaccine is not gene therapy because it only uses MRNA rather the gene. Please stop this misinformation.,['Presenting facts']
1387167996783828992,What you are saying is not correct. The vaccine is not gene therapy. It will not affect your gene or DNA. It only uses mRNA for immunization goal. Please stop this kind of misinformation.,['Presenting facts']
1389659987480358923,"This is wrong. As mentioned by CDC, the vaccine will not cause infertility on men and women. Particularly, the vaccine does not change the DNA. Please stop this misinformation.",['Presenting facts']
1389775903287255044,"This is conspiracy theory and it is not true. The vaccine has nothing to do with Bill Gates and pharmacy companies. Importantly, the vaccine is not the gene therapy, and developed by companies for humankind. You should not spread this misinformation.",['Presenting facts']
1360281257792446472,"Your argument is wrong. The vaccine is not the gene therapy. In fact, it only uses MRNA to generate spike protein to protect people. You should know and spread the truth.",['Presenting facts']
1372228870552875008,"Your post is not correct. The vaccine is not gene therapy. Instead, it has nothing to do with DNA. More importantly, it is well examined and approved by FDA. It is safe. Please do not spread misinformation.",['Presenting facts']
1389238693806891012,"Please stop this misinformation or the wrong call. Actually, the vaccine is not experimental gene therapy. It is heavily tested for safety before coming to the public. More important, it will not change gene or DNA. Please stop this kind of misinformation.",['Presenting facts']
1387259895532036097,"Your thought is not accurate. The vaccine is not the gene therapy and the MRNA vaccine exists. In fact, the vaccine uses MRNA to generate spike protein rather than using DNA. As you can see, the vaccine does not interact with genes. Please stop this misinformation.",['Presenting facts']
1413614275550121984,"This post contains too much misinformation. It is not correct. The vaccine is not the gene therapy, and the vaccine only uses MRNA for immunization goal. Please stop this misinformation",['Presenting facts']
1371809248573857800,You are not correct. The vaccine is not gene therapy and satisfies the definition of vaccines. The involved MRNA works in protection. Please stop this misinformation.,['Presenting facts']
1359804445853429760,"This is not correct. The vaccine is not gene therapy and it cannot change your DNA. There are indeed patents for vaccine, but it is just to protect the technical property. It is safe, Please stop this misinformation.",['Presenting facts']
1389574196703944706,What said is wrong. The vaccine is not gene therapy and the nurse is not committing crime. The vaccine has nothing to do with gene and it will save the life by the immunization effect. Please stop this kind of misinformation.,['Presenting facts']
1390108341234540547,This post is not true. The vaccine which uses gene therapy is not the gene therapy. The FDA approves it to protect people and they never mention it is the gene therapy. You should post correct information. Please stop this misinformation.,['Presenting facts']
1387487057233256455,These equations are misleading. The vaccines that use MRNA techniques are not the gene therapy. We should be rigors on the science. Please stop this misinformation.,['Presenting facts']
1371901715306414085,"This is misinformation. The vaccine is not gene therapy and the vaccine will not produce pathogenic priming for the depopulation plan. Instead, the vaccine is safe after extensive testing. Usually, it will not cause damage to our body. Please stop this kind of misinformation.",['Presenting facts']
1345384583198609415,"Well, the post is not true. The journalists will also mention that you are wrong. The vaccines are not gene therapies and well examined and approved by FDA. In fact, the vaccines are safe and helping people. Please do not share this misleading post.",['Presenting facts']
1344418409681973252,"Your sharing is wrong. The vaccine does not cause depopulation. Moreover, the vaccine does not affect the fertility. As examined by FDA, the vaccine is safe for people. Please stop this misinformation.",['Presenting facts']
1346886784752508938,This information is misleading. The vaccine is not designed to program DNA. This is very important. Please share the correct information precisely and briefly.,['Presenting facts']
1402971126595207169,"This post is misleading. You should provide sufficient information for the report. Actually, the vaccine is not gene therapy and it is safe. You should use the correct term, and please spread this misleading information.",['Presenting facts']
1402632362379386887,"This is conspiracy theories we should not trust. Bill Gates has nothing to do with the vaccine, let alone depopulate people. More important, vaccines are designed to protect people. Please stop this conspiracy theory.",['Presenting facts']
1389826907768868864,"This post is not correct. The description is not correct. Actually, the vaccine is not gene therapy. It has nothing to do with the vaccine. More important, the vaccine only MRNA to protect people. Please stop this misinformation.",['Presenting facts']
1402874738851123200,"Your message is wrong. There is no poison behind the vaccine. More importantly, the vaccine is not gene therapy. They are created to protect people like us. Please stop this misinformation.",['Presenting facts']
1360249485486604292,"The opinion of the person is wrong. The vaccine is not gene therapy, and the vaccine is not for touting. Instead, the vaccine is created to protect us. Please do not sharing this wrong messages.",['Presenting facts']
1345755718633349121,"Your thought is not correct. The speed is not the issue. The FDA has checked the safety. In fact, the vaccine is not gene therapy, and the vaccine is shown to be effective. Please stop this misinformation of the policy standards.",['Presenting facts']
1387443647222796295,"Part of your opinion is wrong. The vaccine is not gene therapy, and it is ensured by CDC. The trial has been done, and it is safe. Please stop your confusing opinion.",['Presenting facts']
1359318607994486785,"what you said is wrong. The vaccine is not gene therapy. Also, the vaccine is not the man made bioweapon. The vaccine only mRNA to generate spike protein for immunization goal. We should avoid this misinformation.",['Presenting facts']
1389305748430245894,"This is conspiracy theory about Bill Gates. Bill Gates does not depopulate people and Bill Gates does not create the vaccine. From the fact-checking website, it is conspiracy theory. Please stop sharing this conspiracy theory.",['Presenting facts']
1345786526387507201,"It is wrong. The vaccine will not affect fertility and the vaccine will not result in deformed babies. Actually, the vaccine is extensively tested by human being. Please stop this misinformation about infertility.",['Presenting facts']
1358666361988382720,"This short message is not correct. The vaccine is not gene therapy. Instead, it has nothing to do with gene. It is safe and can protect us.",['Presenting facts']
1371926153536098308,"Your opinion is misleading. The vaccine is not gene therapy. Actually, the parents are protecting their kids. As said by CDC, the vaccine is safe. Please stop this misinformation.",['Presenting facts']
1374056287248474112,This post is wrong. The vaccine is not gene therapy. It is said by the CDC and related public health depart. Your information source is questionable. Please stop sharing questionable things.,"['Denouncing', 'Presenting facts']"
1388555398400126978,"Well, the vaccine is not associated with lies from the companies. Just your guess. Actually, the vaccine is not gene therapy and it can protect people.",['Presenting facts']
1385985714702200833,You are wrong. The CDC has confirmed the vaccine is not gene therapy from the website. Please check the official CDC website for this. Please stop sharing this misinformation.,['Presenting facts']
1389380693604634630,"Your sharing is not correct. The vaccine does not alter DNA. And, the vaccine should not cause death. I do not find clues about the death you mentioned. Please avoid saying this misinformation stuff.",['Presenting facts']
1388137333057368071,"Your information is not true. The vaccine is not gene therapy. Actually, I do not find the clue for your statement. Please do not post this wrong information.",['Presenting facts']
1358887527009116170,Your opinion is wrong actually. The vaccine is not experimental gene therapy. The vaccine only uses MRNA technology for immunization goal. Please stop sharing this confusing information online.,['Presenting facts']
1372104491802230793,It is not correct. The vaccine is not associated with the gene therapy. The MRNA is used to generate spike protein for human protection. Please do not post this misinformation.,['Presenting facts']
1371821366274621443,"Sorry to view the misinformation from you. The lockdown is just one preventive approach for the disease. In fact, the vaccine is not gene therapy. CDC has mentioned it. Please stop this misinformation.",['Presenting facts']
1402136119165153282,"Sorry to see this misinformation from you. The vaccine is not gene therapy. More importantly, the health department justifies the definition of the vaccine. The big pharmaceutical companies are not behind them. Please stop this misinformation.",['Presenting facts']
1346063525177929728,"This message is fake. The vaccine will not lead to the fertility failure. The vaccine is extensively tested in the development stage. So, the vaccine is safe. Please stop this misinformation.",['Presenting facts']
1387087851729342464,"Please stop this confusing statement. The vaccine does not cause death. And, the vaccine is not gene therapy. Please stop this rumor.",['Presenting facts']
1360413099606614021,"Sorry to see that you spread misinformation. You are wrong. The vaccine is not gene therapy, and the vaccine only uses MRNA for immunization goal. As shown by CDC, it can protect you and the vaccine is effective.",['Presenting facts']
1371501613345603597,"It is wrong. It is the vaccine that can fit in the definition of CDC. As measure by the experts from CDC, it is vaccine and the vaccine is not gene therapy. Please stop this misinformation, and turn to the website of CDC for reference.",['Presenting facts']
1358960155589660672,"Your thought is wrong. The vaccine is not gene therapy. And, for the two doses, it is just recommended by CDC. The dose is not related to death. Please stop this misinformation.",['Presenting facts']
1374046303995494400,"Your argument is wrong actually, The vaccine is approved by professionals and the vaccine is not gene therapy. It has nothing to do with Jesus. Please respect the science and stop this misinformation.",['Presenting facts']
1342533514059649029,"The information is wrong. Bill Gates does not admit this kind of stuff. The vaccine will not change our DNA. More importantly, Bill Gates has nothing to do with the vaccine. Please consider removing this misinformation posts.",['Presenting facts']
1387721638268002304,"Actually, your post is wrong. The vaccine is not gene therapy. The vaccine has nothing to do with the gene. You should delete this misinformation. Thanks.",['Presenting facts']
1371295759392473089,"Your post is false. The vaccine is not gene therapy. By name or definition from the medical research field, it is vaccine, and help protect us. Please do not share this wrong messages.",['Presenting facts']
1342610962914955265,"This is wrong. The mRNA element is not a computer generated genomic sequence. Moreover, the vaccine is safely develop by technology. It is safe for us.",['Presenting facts']
1372084380915601409,"Your information is not correct. The vaccine is well tested and examined. And, it will alter the DNA. It is not related to the left wing part. Please stop this misinformation.",['Presenting facts']
1358909319274782720,It is misleading. The vaccine will not program human DNA. The vaccine does not modify the DNA. Please stop this misinformation.,['Presenting facts']
1389674119164215303,"Please stop the misinformation. The vaccine is not the gene therapy. Actually, It has nothing to do with the gene. It is safely developed. Please take the vaccine for your health.",['Presenting facts']
1387853813105577984,"Your post is very misleading and wrong. The vaccine is not gene therapy. And, the there are not reported dangerous issues on the vaccine. The vaccine has been tested before coming out. Please avoid sending this misinformation.","['Denouncing', 'Presenting facts']"
1373897609929093121,"This short message is wrong. The vaccine is not gene therapy. As said by CDC,t he vaccine does not work on gene. You should not send this rumor.",['Presenting facts']
1387279619456479233,"Well, you are not correct. As mentioned by the health department, the vaccine is not gene therapy. Please stop this wrong messages.",['Presenting facts']
1387018772964429824,"Your argument is wrong. By definition, the vaccine is vaccine from the medical field. The vaccine is not gene therapy. Please stop this misinformation.",['Presenting facts']
1373660077656309769,"You are not accurate. The vaccine is not a DNA manipulator. Actually, the vaccine does not modify your DNA. The vaccine is fully tested before coming out, and it will not kill people. Please stop this false information.",['Presenting facts']
1358574926584717313,"The message is wrong. The vaccine is not the gene therapy. More importantly, it will not change the gene or DNA. It only uses mRNA for immunization goal. Please trust the science and avoid the misinformation.",['Presenting facts']
1372605786178920448,"This is rumor. The mRNA jabs will not rewrite your genetic codes. Actually, the vaccine does not change your DNA. They just utilize MRNA for immunization goal. Please stop this misinformation.",['Presenting facts']
1388143037516107777,"Well, your claim is wrong. The vaccine is not gene therapy. The CDC has proved that the vaccine does not modify the gene. Please do not share misinformation like this.",['Presenting facts']
1373252560908382209,You are not correct. The vaccine is approved by professionals at the CDC. They are experts and know it better than us. The vaccine is not gene therapy. Please stop this rumor.,['Presenting facts']
1373648387401191434,"Well, the vaccine is not gene therapy. Before you take the vaccine, the vaccine is already tested in the lab on many people. So, it is not experimental. Please remove this kind of misinformation.",['Presenting facts']
1373336172655689733,"In reality, you are wrong. The name is vaccine by the medical definition. The vaccine is not gene therapy. The CDC has stated it before. Please do not post false information like this.",['Presenting facts']
1359861479458164739,"You are not correct. The vaccine is not experimental and it is not gene therapy. The public health department tells us that the vaccine does not interact with gene, and the vaccine is well tested on so many people. Please do not send this misinformation.",['Presenting facts']
1359370796024561668,"Your post is wrong. It is said by CDC that the vaccine is safe since it has been tested on many people before coming out. And, the vaccine is not the genetically modified drug. The vaccine does not interact with gene. You should stop this rumor.",['Presenting facts']
1372001966746955778,"What the doctor says is wrong. Actually, the vaccine is not gene therapy. The vaccine only uses mRNA for immunization goal. There is nothing to do with DNA or gene.",['Presenting facts']
1342796407477039104,What you write is wrong. Bill Gates do not admit the vaccine will change the DNA. They are different things. The vaccine only uses MRNA rather DNA. Please stop this wrong information.,['Presenting facts']
1388152990641557509,This is conspiracy theory. Bill Gates has nothing to do with the vaccine for the depopulation stuff. Please stop this rumor.,['Presenting facts']
1403153252527398913,"Frankly speaking, so much rumor and misinformation in this tweet.The vaccine is not experimental gene-altering chemical cocktail. The vaccine only uses mRNA for immunization goal. Please stop misinformation.",['Presenting facts']
1372167522707980289,"Please use the right term. The vaccine is not gene therapy. Actually, the vaccine does not affect your DNA.",['Presenting facts']
1388515248953495555,"You are wrong. There is no tracking device in the vaccine. And, Bill Gates has nothing to do with the vaccine. Please stop this false information.",['Presenting facts']
1358479715099676672,"Your statement is not correct. The vaccine is vaccine not the gene therapy. As shown by CDC, it will not cause damage on fertility and other stuff. Please stop this false message.",['Presenting facts']
1387388816294440960,Partial information is wrong. The vaccine passports are just recommendations. Please stop this rumor at the early stage.,['Presenting facts']
1390146395349274627,"Your message is not correct. The definition has not been changed and the vaccine is not gene therapy. It is not related to the gene. Meanwhile, the virologists are not silken. People can usually express their thoughts. Please stop misinformation.",['Presenting facts']
1360875625460862976,"What you said is not accurate. The vaccine will not kill people, and it is not the gene therapy. As mentioned by CDC, it matches the definition of the vaccine, and utilizes the MRNA to generate spike protein for protection. You should stop this misinformation, thanks.",['Presenting facts']
1373151151416254468,"This is wrong. It is confirmed by CDC that it is vaccine. It matches the definition of vaccine, and it is not gene therapy. Please stop this misleading information.",['Presenting facts']
1387796814607179781,"This is wrong information. After the first jab, there can be chance that some side effects will happen. But, as confirmed by CDC, the vaccine is safe to most people. It will not change your gene. Please stop this misinformation.",['Presenting facts']
1389067500357398533,"Please stop this wrong claim. The vaccine is not gene therapy. It will not change the gene. And, it is well examined and approved by CDC. The professionals have checked the safety. Please stop this kind of false information.",['Presenting facts']
1336131969659203584,"It is not accurate. The MRNA vaccine has nothing to do with DNA, let alone modification. It only only utilizes MRNA in the process, as mentioned by CDC. Please do not share this rumor.",['Presenting facts']
1336341697433915392,Your information is misleading. The vaccine will not make you genetically modified. Why do you link it to the RNA strands. It only uses MRNA for immunization. Could you not share this wrong message?,['Presenting facts']
1336920548807471104,"The unverified video can be dangerous. The COVID vaccine will not alter our DNA by any ways. Instead, it only uses the MRNA. Please be critical when you see any video.",['Presenting facts']
1337007892470394881,"I think you do not listen to what the Chief said correctly. Unfortunately, his words are taken out of context. The vaccine will not corrupt DNA. Please delete this rumor.",['Presenting facts']
1337032226647797762,"Your thought that the mRNA vaccine will alter your DNA is wrong. The vaccine is safe, as advised by CDC. It will not change DNA. Please trust the vaccine.",['Presenting facts']
1337063938639409153,The description of being devil and corrupting DNA by vaccine is misleading. This is not what the Chief intended to say. The vaccine is safe. Please listen the words carefully.,['Presenting facts']
1337063941005062144,"Your post is not accurate regarding what the Chief said in the video. Listen carefully, you missed if. More important, the vaccine will not do anything on the DNA. Please check the information first before spreading it.",['Presenting facts']
1337085418773295109,"By checking relevant resources, the chairman just mentioned some facts about the vaccine. But, the vaccine is still the normal vaccine and it is not related the genetic experiment. It is tested on humans beforing coming out to the public. Please avoid this misinformation.",['Presenting facts']
1337693676127006723,"The linking between the vaccine and corruption of DNA or any other stuff is wrong. The vaccine is safe, and protects people. Please spread correct information.",['Presenting facts']
1337743525618790400,"""The plot to alter DNA"" is wrong. As mentioned by CDC, the vaccine only uses mRNA, and do not interact with DNA. The Chief is misquoted by something, You should convey true information.",['Presenting facts']
1337743525618790400,"The vaccine does not change the DNA. Instead, it only uses mRNA to protect people. Please remove this misinformative post.",['Presenting facts']
